"AGE","AGE_ADJUSTED_RATE","CRUDE_RATE","EVENT_TYPE","RACE","SEX","SITE","YEAR","COUNT","POPULATION"
"0-19",NA,NA,"Mortality","Hispanic","Female","Non-Hodgkin Lymphoma","2004",NA,7657305
"0-19",NA,NA,"Mortality","Hispanic","Female","Non-Hodgkin Lymphoma","2005",NA,7926687
"0-19",NA,NA,"Mortality","Hispanic","Female","Non-Hodgkin Lymphoma","2006",NA,8216171
"0-19",NA,NA,"Mortality","Hispanic","Female","Non-Hodgkin Lymphoma","2007",NA,8516085
"0-19",NA,NA,"Mortality","Hispanic","Female","Non-Hodgkin Lymphoma","2008",NA,8808608
"0-19",NA,NA,"Mortality","Hispanic","Female","Non-Hodgkin Lymphoma","2009",NA,9074337
"0-19",NA,NA,"Mortality","Hispanic","Female","Non-Hodgkin Lymphoma","2010",NA,9283790
"0-19",NA,NA,"Mortality","Hispanic","Female","Non-Hodgkin Lymphoma","2011",NA,9408451
"0-19",NA,NA,"Mortality","Hispanic","Female","Non-Hodgkin Lymphoma","2012",NA,9504170
"0-19",NA,NA,"Mortality","Hispanic","Female","Non-Hodgkin Lymphoma","2013",NA,9602687
"0-19",0,0,"Mortality","Hispanic","Female","Non-Hodgkin Lymphoma","2013-2017",21,49108276
"0-19",NA,NA,"Mortality","Hispanic","Female","Non-Hodgkin Lymphoma","2014",NA,9703737
"0-19",NA,NA,"Mortality","Hispanic","Female","Non-Hodgkin Lymphoma","2015",NA,9819133
"0-19",NA,NA,"Mortality","Hispanic","Female","Non-Hodgkin Lymphoma","2016",NA,9941250
"0-19",NA,NA,"Mortality","Hispanic","Female","Non-Hodgkin Lymphoma","2017",NA,10041469
"0-19",0.3,0.4,"Mortality","Hispanic","Female","Other","1999",23,6382096
"0-19",0.4,0.4,"Mortality","Hispanic","Female","Other","2000",25,6674268
"0-19",0.3,0.3,"Mortality","Hispanic","Female","Other","2001",21,6916847
"0-19",0.5,0.5,"Mortality","Hispanic","Female","Other","2002",35,7157920
"0-19",0.3,0.3,"Mortality","Hispanic","Female","Other","2003",22,7401779
"0-19",0.4,0.4,"Mortality","Hispanic","Female","Other","2004",30,7657305
"0-19",0.3,0.3,"Mortality","Hispanic","Female","Other","2005",26,7926687
"0-19",0.4,0.4,"Mortality","Hispanic","Female","Other","2006",31,8216171
"0-19",0.5,0.5,"Mortality","Hispanic","Female","Other","2007",42,8516085
"0-19",0.4,0.4,"Mortality","Hispanic","Female","Other","2008",36,8808608
"0-19",0.4,0.4,"Mortality","Hispanic","Female","Other","2009",36,9074337
"0-19",0.3,0.3,"Mortality","Hispanic","Female","Other","2010",32,9283790
"0-19",0.4,0.4,"Mortality","Hispanic","Female","Other","2011",34,9408451
"0-19",0.3,0.3,"Mortality","Hispanic","Female","Other","2012",33,9504170
"0-19",0.4,0.4,"Mortality","Hispanic","Female","Other","2013",35,9602687
"0-19",0.4,0.4,"Mortality","Hispanic","Female","Other","2013-2017",180,49108276
"0-19",0.4,0.4,"Mortality","Hispanic","Female","Other","2014",38,9703737
"0-19",0.3,0.3,"Mortality","Hispanic","Female","Other","2015",30,9819133
"0-19",0.4,0.4,"Mortality","Hispanic","Female","Other","2016",37,9941250
"0-19",0.4,0.4,"Mortality","Hispanic","Female","Other","2017",40,10041469
"0-19",NA,NA,"Mortality","Hispanic","Female","Soft Tissue","1999",NA,6382096
"0-19",NA,NA,"Mortality","Hispanic","Female","Soft Tissue","2000",NA,6674268
"0-19",NA,NA,"Mortality","Hispanic","Female","Soft Tissue","2001",NA,6916847
"0-19",NA,NA,"Mortality","Hispanic","Female","Soft Tissue","2002",NA,7157920
"0-19",NA,NA,"Mortality","Hispanic","Female","Soft Tissue","2003",NA,7401779
"0-19",NA,NA,"Mortality","Hispanic","Female","Soft Tissue","2004",NA,7657305
"0-19",0.2,0.2,"Mortality","Hispanic","Female","Soft Tissue","2005",16,7926687
"0-19",0.2,0.2,"Mortality","Hispanic","Female","Soft Tissue","2006",18,8216171
"0-19",NA,NA,"Mortality","Hispanic","Female","Soft Tissue","2007",NA,8516085
"0-19",NA,NA,"Mortality","Hispanic","Female","Soft Tissue","2008",NA,8808608
"0-19",0.2,0.2,"Mortality","Hispanic","Female","Soft Tissue","2009",19,9074337
"0-19",NA,NA,"Mortality","Hispanic","Female","Soft Tissue","2010",NA,9283790
"0-19",NA,NA,"Mortality","Hispanic","Female","Soft Tissue","2011",NA,9408451
"0-19",NA,NA,"Mortality","Hispanic","Female","Soft Tissue","2012",NA,9504170
"0-19",0.2,0.2,"Mortality","Hispanic","Female","Soft Tissue","2013",19,9602687
"0-19",0.2,0.2,"Mortality","Hispanic","Female","Soft Tissue","2013-2017",77,49108276
"0-19",NA,NA,"Mortality","Hispanic","Female","Soft Tissue","2014",NA,9703737
"0-19",NA,NA,"Mortality","Hispanic","Female","Soft Tissue","2015",NA,9819133
"0-19",0.2,0.2,"Mortality","Hispanic","Female","Soft Tissue","2016",17,9941250
"0-19",NA,NA,"Mortality","Hispanic","Female","Soft Tissue","2017",NA,10041469
"0-19",0.5,0.5,"Mortality","Hispanic","Male","Acute Lymphocytic","1999",34,6802550
"0-19",0.8,0.8,"Mortality","Hispanic","Male","Acute Lymphocytic","2000",55,7117347
"0-19",0.8,0.8,"Mortality","Hispanic","Male","Acute Lymphocytic","2001",59,7368407
"0-19",0.6,0.6,"Mortality","Hispanic","Male","Acute Lymphocytic","2002",47,7610033
"0-19",0.8,0.8,"Mortality","Hispanic","Male","Acute Lymphocytic","2003",65,7849739
"0-19",0.7,0.7,"Mortality","Hispanic","Male","Acute Lymphocytic","2004",58,8106900
"0-19",0.7,0.7,"Mortality","Hispanic","Male","Acute Lymphocytic","2005",56,8380652
"0-19",0.5,0.5,"Mortality","Hispanic","Male","Acute Lymphocytic","2006",44,8673010
"0-19",0.6,0.5,"Mortality","Hispanic","Male","Acute Lymphocytic","2007",49,8978483
"0-19",0.5,0.5,"Mortality","Hispanic","Male","Acute Lymphocytic","2008",42,9271957
"0-19",0.5,0.5,"Mortality","Hispanic","Male","Acute Lymphocytic","2009",48,9533346
"0-19",0.5,0.5,"Mortality","Hispanic","Male","Acute Lymphocytic","2010",47,9735828
"0-19",0.5,0.5,"Mortality","Hispanic","Male","Acute Lymphocytic","2011",45,9838789
"0-19",0.5,0.5,"Mortality","Hispanic","Male","Acute Lymphocytic","2012",51,9916269
"0-19",0.4,0.4,"Mortality","Hispanic","Male","Acute Lymphocytic","2013",37,9998486
"0-19",0.5,0.5,"Mortality","Hispanic","Male","Acute Lymphocytic","2013-2017",237,51085354
"0-19",0.5,0.5,"Mortality","Hispanic","Male","Acute Lymphocytic","2014",48,10096355
"0-19",0.4,0.4,"Mortality","Hispanic","Male","Acute Lymphocytic","2015",41,10211513
"0-19",0.5,0.5,"Mortality","Hispanic","Male","Acute Lymphocytic","2016",54,10337386
"0-19",0.6,0.5,"Mortality","Hispanic","Male","Acute Lymphocytic","2017",57,10441614
"0-19",0.4,0.4,"Mortality","Hispanic","Male","Acute Myeloid","1999",24,6802550
"0-19",0.3,0.3,"Mortality","Hispanic","Male","Acute Myeloid","2000",23,7117347
"0-19",0.3,0.3,"Mortality","Hispanic","Male","Acute Myeloid","2001",23,7368407
"0-19",0.3,0.3,"Mortality","Hispanic","Male","Acute Myeloid","2002",26,7610033
"0-19",0.3,0.3,"Mortality","Hispanic","Male","Acute Myeloid","2003",20,7849739
"0-19",0.3,0.3,"Mortality","Hispanic","Male","Acute Myeloid","2004",26,8106900
"0-19",0.2,0.2,"Mortality","Hispanic","Male","Acute Myeloid","2005",20,8380652
"0-19",0.2,0.2,"Mortality","Hispanic","Male","Acute Myeloid","2006",18,8673010
"0-19",0.2,0.2,"Mortality","Hispanic","Male","Acute Myeloid","2007",20,8978483
"0-19",0.2,0.2,"Mortality","Hispanic","Male","Acute Myeloid","2008",16,9271957
"0-19",0.3,0.3,"Mortality","Hispanic","Male","Acute Myeloid","2009",29,9533346
"0-19",0.3,0.3,"Mortality","Hispanic","Male","Acute Myeloid","2010",27,9735828
"0-19",0.2,0.2,"Mortality","Hispanic","Male","Acute Myeloid","2011",22,9838789
"0-19",0.3,0.3,"Mortality","Hispanic","Male","Acute Myeloid","2012",28,9916269
"0-19",0.3,0.3,"Mortality","Hispanic","Male","Acute Myeloid","2013",33,9998486
"0-19",0.3,0.3,"Mortality","Hispanic","Male","Acute Myeloid","2013-2017",133,51085354
"0-19",NA,NA,"Mortality","Hispanic","Male","Acute Myeloid","2014",NA,10096355
"0-19",0.4,0.4,"Mortality","Hispanic","Male","Acute Myeloid","2015",38,10211513
"0-19",0.2,0.2,"Mortality","Hispanic","Male","Acute Myeloid","2016",21,10337386
"0-19",0.3,0.3,"Mortality","Hispanic","Male","Acute Myeloid","2017",27,10441614
"0-19",2.8,2.8,"Mortality","Hispanic","Male","All Cancer Sites Combined","1999",192,6802550
"0-19",3.5,3.5,"Mortality","Hispanic","Male","All Cancer Sites Combined","2000",247,7117347
"0-19",3.2,3.2,"Mortality","Hispanic","Male","All Cancer Sites Combined","2001",233,7368407
"0-19",3.1,3.1,"Mortality","Hispanic","Male","All Cancer Sites Combined","2002",234,7610033
"0-19",3.6,3.5,"Mortality","Hispanic","Male","All Cancer Sites Combined","2003",278,7849739
"0-19",3.1,3.1,"Mortality","Hispanic","Male","All Cancer Sites Combined","2004",248,8106900
"0-19",3,2.9,"Mortality","Hispanic","Male","All Cancer Sites Combined","2005",246,8380652
"0-19",2.6,2.6,"Mortality","Hispanic","Male","All Cancer Sites Combined","2006",226,8673010
"0-19",2.8,2.7,"Mortality","Hispanic","Male","All Cancer Sites Combined","2007",245,8978483
"0-19",2.8,2.8,"Mortality","Hispanic","Male","All Cancer Sites Combined","2008",255,9271957
"0-19",2.5,2.5,"Mortality","Hispanic","Male","All Cancer Sites Combined","2009",241,9533346
"0-19",2.6,2.6,"Mortality","Hispanic","Male","All Cancer Sites Combined","2010",255,9735828
"0-19",2.8,2.8,"Mortality","Hispanic","Male","All Cancer Sites Combined","2011",271,9838789
"0-19",2.8,2.8,"Mortality","Hispanic","Male","All Cancer Sites Combined","2012",275,9916269
"0-19",2.5,2.4,"Mortality","Hispanic","Male","All Cancer Sites Combined","2013",243,9998486
"0-19",2.6,2.5,"Mortality","Hispanic","Male","All Cancer Sites Combined","2013-2017",1296,51085354
"0-19",2.6,2.6,"Mortality","Hispanic","Male","All Cancer Sites Combined","2014",259,10096355
"0-19",2.5,2.4,"Mortality","Hispanic","Male","All Cancer Sites Combined","2015",250,10211513
"0-19",2.8,2.8,"Mortality","Hispanic","Male","All Cancer Sites Combined","2016",285,10337386
"0-19",2.5,2.5,"Mortality","Hispanic","Male","All Cancer Sites Combined","2017",259,10441614
"0-19",0.3,0.3,"Mortality","Hispanic","Male","Bones and Joints","1999",21,6802550
"0-19",0.3,0.3,"Mortality","Hispanic","Male","Bones and Joints","2000",22,7117347
"0-19",0.3,0.2,"Mortality","Hispanic","Male","Bones and Joints","2001",18,7368407
"0-19",0.2,0.2,"Mortality","Hispanic","Male","Bones and Joints","2002",16,7610033
"0-19",0.3,0.2,"Mortality","Hispanic","Male","Bones and Joints","2003",19,7849739
"0-19",0.3,0.3,"Mortality","Hispanic","Male","Bones and Joints","2004",25,8106900
"0-19",0.3,0.3,"Mortality","Hispanic","Male","Bones and Joints","2005",21,8380652
"0-19",0.2,0.2,"Mortality","Hispanic","Male","Bones and Joints","2006",20,8673010
"0-19",0.2,0.2,"Mortality","Hispanic","Male","Bones and Joints","2007",19,8978483
"0-19",0.2,0.2,"Mortality","Hispanic","Male","Bones and Joints","2008",22,9271957
"0-19",0.2,0.2,"Mortality","Hispanic","Male","Bones and Joints","2009",21,9533346
"0-19",0.3,0.3,"Mortality","Hispanic","Male","Bones and Joints","2010",29,9735828
"0-19",0.3,0.3,"Mortality","Hispanic","Male","Bones and Joints","2011",31,9838789
"0-19",0.2,0.2,"Mortality","Hispanic","Male","Bones and Joints","2012",18,9916269
"0-19",0.3,0.3,"Mortality","Hispanic","Male","Bones and Joints","2013",31,9998486
"0-19",0.3,0.3,"Mortality","Hispanic","Male","Bones and Joints","2013-2017",140,51085354
"0-19",0.2,0.2,"Mortality","Hispanic","Male","Bones and Joints","2014",23,10096355
"0-19",0.3,0.3,"Mortality","Hispanic","Male","Bones and Joints","2015",34,10211513
"0-19",0.3,0.3,"Mortality","Hispanic","Male","Bones and Joints","2016",28,10337386
"0-19",0.2,0.2,"Mortality","Hispanic","Male","Bones and Joints","2017",24,10441614
"0-19",0.6,0.6,"Mortality","Hispanic","Male","Brain and Other Nervous System","1999",39,6802550
"0-19",0.9,0.9,"Mortality","Hispanic","Male","Brain and Other Nervous System","2000",61,7117347
"0-19",0.5,0.5,"Mortality","Hispanic","Male","Brain and Other Nervous System","2001",40,7368407
"0-19",0.7,0.7,"Mortality","Hispanic","Male","Brain and Other Nervous System","2002",52,7610033
"0-19",0.7,0.7,"Mortality","Hispanic","Male","Brain and Other Nervous System","2003",57,7849739
"0-19",0.6,0.6,"Mortality","Hispanic","Male","Brain and Other Nervous System","2004",48,8106900
"0-19",0.5,0.5,"Mortality","Hispanic","Male","Brain and Other Nervous System","2005",45,8380652
"0-19",0.6,0.6,"Mortality","Hispanic","Male","Brain and Other Nervous System","2006",51,8673010
"0-19",0.6,0.6,"Mortality","Hispanic","Male","Brain and Other Nervous System","2007",50,8978483
"0-19",0.6,0.6,"Mortality","Hispanic","Male","Brain and Other Nervous System","2008",59,9271957
"0-19",0.6,0.6,"Mortality","Hispanic","Male","Brain and Other Nervous System","2009",59,9533346
"0-19",0.6,0.6,"Mortality","Hispanic","Male","Brain and Other Nervous System","2010",58,9735828
"0-19",0.6,0.7,"Mortality","Hispanic","Male","Brain and Other Nervous System","2011",64,9838789
"0-19",0.5,0.5,"Mortality","Hispanic","Male","Brain and Other Nervous System","2012",53,9916269
"0-19",0.6,0.6,"Mortality","Hispanic","Male","Brain and Other Nervous System","2013",64,9998486
"0-19",0.6,0.6,"Mortality","Hispanic","Male","Brain and Other Nervous System","2013-2017",330,51085354
"0-19",0.8,0.8,"Mortality","Hispanic","Male","Brain and Other Nervous System","2014",84,10096355
"0-19",0.6,0.6,"Mortality","Hispanic","Male","Brain and Other Nervous System","2015",59,10211513
"0-19",0.6,0.6,"Mortality","Hispanic","Male","Brain and Other Nervous System","2016",61,10337386
"0-19",0.6,0.6,"Mortality","Hispanic","Male","Brain and Other Nervous System","2017",62,10441614
"0-19",NA,NA,"Mortality","Hispanic","Male","Hodgkin Lymphoma","1999",NA,6802550
"0-19",NA,NA,"Mortality","Hispanic","Male","Hodgkin Lymphoma","2000",NA,7117347
"0-19",NA,NA,"Mortality","Hispanic","Male","Hodgkin Lymphoma","2001",NA,7368407
"0-19",NA,NA,"Mortality","Hispanic","Male","Hodgkin Lymphoma","2002",NA,7610033
"0-19",NA,NA,"Mortality","Hispanic","Male","Hodgkin Lymphoma","2003",NA,7849739
"0-19",NA,NA,"Mortality","Hispanic","Male","Hodgkin Lymphoma","2004",NA,8106900
"0-19",NA,NA,"Mortality","Hispanic","Male","Hodgkin Lymphoma","2005",NA,8380652
"0-19",NA,NA,"Mortality","Hispanic","Male","Hodgkin Lymphoma","2006",NA,8673010
"0-19",NA,NA,"Mortality","Hispanic","Male","Hodgkin Lymphoma","2007",NA,8978483
"0-19",NA,NA,"Mortality","Hispanic","Male","Hodgkin Lymphoma","2008",NA,9271957
"0-19",NA,NA,"Mortality","Hispanic","Male","Hodgkin Lymphoma","2009",NA,9533346
"0-19",NA,NA,"Mortality","Hispanic","Male","Hodgkin Lymphoma","2010",NA,9735828
"0-19",NA,NA,"Mortality","Hispanic","Male","Hodgkin Lymphoma","2011",NA,9838789
"0-19",NA,NA,"Mortality","Hispanic","Male","Hodgkin Lymphoma","2012",NA,9916269
"0-19",NA,NA,"Mortality","Hispanic","Male","Hodgkin Lymphoma","2013",NA,9998486
"0-19",NA,NA,"Mortality","Hispanic","Male","Hodgkin Lymphoma","2013-2017",NA,51085354
"0-19",NA,NA,"Mortality","Hispanic","Male","Hodgkin Lymphoma","2014",NA,10096355
"0-19",NA,NA,"Mortality","Hispanic","Male","Hodgkin Lymphoma","2015",NA,10211513
"0-19",NA,NA,"Mortality","Hispanic","Male","Hodgkin Lymphoma","2016",NA,10337386
"0-19",NA,NA,"Mortality","Hispanic","Male","Hodgkin Lymphoma","2017",NA,10441614
"0-19",NA,NA,"Mortality","Hispanic","Male","Kidney and Renal Pelvis","1999",NA,6802550
"0-19",NA,NA,"Mortality","Hispanic","Male","Kidney and Renal Pelvis","2000",NA,7117347
"0-19",NA,NA,"Mortality","Hispanic","Male","Kidney and Renal Pelvis","2001",NA,7368407
"0-19",NA,NA,"Mortality","Hispanic","Male","Kidney and Renal Pelvis","2002",NA,7610033
"0-19",NA,NA,"Mortality","Hispanic","Male","Kidney and Renal Pelvis","2003",NA,7849739
"0-19",NA,NA,"Mortality","Hispanic","Male","Kidney and Renal Pelvis","2004",NA,8106900
"0-19",NA,NA,"Mortality","Hispanic","Male","Kidney and Renal Pelvis","2005",NA,8380652
"0-19",NA,NA,"Mortality","Hispanic","Male","Kidney and Renal Pelvis","2006",NA,8673010
"0-19",NA,NA,"Mortality","Hispanic","Male","Kidney and Renal Pelvis","2007",NA,8978483
"0-19",NA,NA,"Mortality","Hispanic","Male","Kidney and Renal Pelvis","2008",NA,9271957
"0-19",NA,NA,"Mortality","Hispanic","Male","Kidney and Renal Pelvis","2009",NA,9533346
"0-19",NA,NA,"Mortality","Hispanic","Male","Kidney and Renal Pelvis","2010",NA,9735828
"0-19",NA,NA,"Mortality","Hispanic","Male","Kidney and Renal Pelvis","2011",NA,9838789
"0-19",NA,NA,"Mortality","Hispanic","Male","Kidney and Renal Pelvis","2012",NA,9916269
"0-19",NA,NA,"Mortality","Hispanic","Male","Kidney and Renal Pelvis","2013",NA,9998486
"0-19",0,0,"Mortality","Hispanic","Male","Kidney and Renal Pelvis","2013-2017",21,51085354
"0-19",NA,NA,"Mortality","Hispanic","Male","Kidney and Renal Pelvis","2014",NA,10096355
"0-19",NA,NA,"Mortality","Hispanic","Male","Kidney and Renal Pelvis","2015",NA,10211513
"0-19",NA,NA,"Mortality","Hispanic","Male","Kidney and Renal Pelvis","2016",NA,10337386
"0-19",NA,NA,"Mortality","Hispanic","Male","Kidney and Renal Pelvis","2017",NA,10441614
"0-19",1.1,1.1,"Mortality","Hispanic","Male","Leukemia","1999",74,6802550
"0-19",1.3,1.3,"Mortality","Hispanic","Male","Leukemia","2000",92,7117347
"0-19",1.5,1.4,"Mortality","Hispanic","Male","Leukemia","2001",106,7368407
"0-19",1.2,1.2,"Mortality","Hispanic","Male","Leukemia","2002",91,7610033
"0-19",1.4,1.3,"Mortality","Hispanic","Male","Leukemia","2003",105,7849739
"0-19",1.4,1.4,"Mortality","Hispanic","Male","Leukemia","2004",112,8106900
"0-19",1.3,1.2,"Mortality","Hispanic","Male","Leukemia","2005",103,8380652
"0-19",0.9,0.9,"Mortality","Hispanic","Male","Leukemia","2006",77,8673010
"0-19",1.1,1,"Mortality","Hispanic","Male","Leukemia","2007",92,8978483
"0-19",0.9,0.9,"Mortality","Hispanic","Male","Leukemia","2008",84,9271957
"0-19",1,1,"Mortality","Hispanic","Male","Leukemia","2009",94,9533346
"0-19",1,0.9,"Mortality","Hispanic","Male","Leukemia","2010",92,9735828
"0-19",0.9,0.9,"Mortality","Hispanic","Male","Leukemia","2011",88,9838789
"0-19",1,1,"Mortality","Hispanic","Male","Leukemia","2012",97,9916269
"0-19",0.9,0.9,"Mortality","Hispanic","Male","Leukemia","2013",87,9998486
"0-19",0.9,0.9,"Mortality","Hispanic","Male","Leukemia","2013-2017",451,51085354
"0-19",0.8,0.8,"Mortality","Hispanic","Male","Leukemia","2014",80,10096355
"0-19",1,0.9,"Mortality","Hispanic","Male","Leukemia","2015",97,10211513
"0-19",0.9,0.9,"Mortality","Hispanic","Male","Leukemia","2016",89,10337386
"0-19",0.9,0.9,"Mortality","Hispanic","Male","Leukemia","2017",98,10441614
"0-19",NA,NA,"Mortality","Hispanic","Male","Non-Hodgkin Lymphoma","1999",NA,6802550
"0-19",NA,NA,"Mortality","Hispanic","Male","Non-Hodgkin Lymphoma","2000",NA,7117347
"0-19",NA,NA,"Mortality","Hispanic","Male","Non-Hodgkin Lymphoma","2001",NA,7368407
"0-19",NA,NA,"Mortality","Hispanic","Male","Non-Hodgkin Lymphoma","2002",NA,7610033
"0-19",NA,NA,"Mortality","Hispanic","Male","Non-Hodgkin Lymphoma","2003",NA,7849739
"0-19",NA,NA,"Mortality","Hispanic","Male","Non-Hodgkin Lymphoma","2004",NA,8106900
"0-19",NA,NA,"Mortality","Hispanic","Male","Non-Hodgkin Lymphoma","2005",NA,8380652
"0-19",NA,NA,"Mortality","Hispanic","Male","Non-Hodgkin Lymphoma","2006",NA,8673010
"0-19",NA,NA,"Mortality","Hispanic","Male","Non-Hodgkin Lymphoma","2007",NA,8978483
"0-19",0.2,0.2,"Mortality","Hispanic","Male","Non-Hodgkin Lymphoma","2008",16,9271957
"0-19",NA,NA,"Mortality","Hispanic","Male","Non-Hodgkin Lymphoma","2009",NA,9533346
"0-19",NA,NA,"Mortality","Hispanic","Male","Non-Hodgkin Lymphoma","2010",NA,9735828
"0-19",NA,NA,"Mortality","Hispanic","Male","Non-Hodgkin Lymphoma","2011",NA,9838789
"0-19",NA,NA,"Mortality","Hispanic","Male","Non-Hodgkin Lymphoma","2012",NA,9916269
"0-19",NA,NA,"Mortality","Hispanic","Male","Non-Hodgkin Lymphoma","2013",NA,9998486
"0-19",0.1,0.1,"Mortality","Hispanic","Male","Non-Hodgkin Lymphoma","2013-2017",39,51085354
"0-19",NA,NA,"Mortality","Hispanic","Male","Non-Hodgkin Lymphoma","2014",NA,10096355
"0-19",NA,NA,"Mortality","Hispanic","Male","Non-Hodgkin Lymphoma","2015",NA,10211513
"0-19",NA,NA,"Mortality","Hispanic","Male","Non-Hodgkin Lymphoma","2016",NA,10337386
"0-19",NA,NA,"Mortality","Hispanic","Male","Non-Hodgkin Lymphoma","2017",NA,10441614
"0-19",0.4,0.4,"Mortality","Hispanic","Male","Other","1999",29,6802550
"0-19",0.7,0.7,"Mortality","Hispanic","Male","Other","2000",49,7117347
"0-19",0.4,0.4,"Mortality","Hispanic","Male","Other","2001",31,7368407
"0-19",0.6,0.6,"Mortality","Hispanic","Male","Other","2002",46,7610033
"0-19",0.7,0.7,"Mortality","Hispanic","Male","Other","2003",54,7849739
"0-19",0.4,0.3,"Mortality","Hispanic","Male","Other","2004",28,8106900
"0-19",0.6,0.6,"Mortality","Hispanic","Male","Other","2005",48,8380652
"0-19",0.5,0.5,"Mortality","Hispanic","Male","Other","2006",46,8673010
"0-19",0.6,0.6,"Mortality","Hispanic","Male","Other","2007",54,8978483
"0-19",0.5,0.5,"Mortality","Hispanic","Male","Other","2008",47,9271957
"0-19",0.4,0.4,"Mortality","Hispanic","Male","Other","2009",40,9533346
"0-19",0.5,0.5,"Mortality","Hispanic","Male","Other","2010",44,9735828
"0-19",0.6,0.6,"Mortality","Hispanic","Male","Other","2011",55,9838789
"0-19",0.7,0.7,"Mortality","Hispanic","Male","Other","2012",73,9916269
"0-19",0.4,0.4,"Mortality","Hispanic","Male","Other","2013",37,9998486
"0-19",0.4,0.4,"Mortality","Hispanic","Male","Other","2013-2017",212,51085354
"0-19",0.5,0.5,"Mortality","Hispanic","Male","Other","2014",48,10096355
"0-19",0.3,0.3,"Mortality","Hispanic","Male","Other","2015",29,10211513
"0-19",0.5,0.5,"Mortality","Hispanic","Male","Other","2016",56,10337386
"0-19",0.4,0.4,"Mortality","Hispanic","Male","Other","2017",42,10441614
"0-19",0.2,0.2,"Mortality","Hispanic","Male","Soft Tissue","1999",16,6802550
"0-19",NA,NA,"Mortality","Hispanic","Male","Soft Tissue","2000",NA,7117347
"0-19",0.2,0.2,"Mortality","Hispanic","Male","Soft Tissue","2001",16,7368407
"0-19",NA,NA,"Mortality","Hispanic","Male","Soft Tissue","2002",NA,7610033
"0-19",0.3,0.3,"Mortality","Hispanic","Male","Soft Tissue","2003",21,7849739
"0-19",NA,NA,"Mortality","Hispanic","Male","Soft Tissue","2004",NA,8106900
"0-19",NA,NA,"Mortality","Hispanic","Male","Soft Tissue","2005",NA,8380652
"0-19",NA,NA,"Mortality","Hispanic","Male","Soft Tissue","2006",NA,8673010
"0-19",NA,NA,"Mortality","Hispanic","Male","Soft Tissue","2007",NA,8978483
"0-19",0.2,0.2,"Mortality","Hispanic","Male","Soft Tissue","2008",19,9271957
"0-19",0.2,0.2,"Mortality","Hispanic","Male","Soft Tissue","2009",16,9533346
"0-19",0.2,0.2,"Mortality","Hispanic","Male","Soft Tissue","2010",16,9735828
"0-19",0.2,0.2,"Mortality","Hispanic","Male","Soft Tissue","2011",19,9838789
"0-19",0.2,0.2,"Mortality","Hispanic","Male","Soft Tissue","2012",19,9916269
"0-19",NA,NA,"Mortality","Hispanic","Male","Soft Tissue","2013",NA,9998486
"0-19",0.2,0.2,"Mortality","Hispanic","Male","Soft Tissue","2013-2017",95,51085354
"0-19",NA,NA,"Mortality","Hispanic","Male","Soft Tissue","2014",NA,10096355
"0-19",0.2,0.2,"Mortality","Hispanic","Male","Soft Tissue","2015",20,10211513
"0-19",0.3,0.3,"Mortality","Hispanic","Male","Soft Tissue","2016",29,10337386
"0-19",0.2,0.2,"Mortality","Hispanic","Male","Soft Tissue","2017",19,10441614
"0-19",0.5,0.5,"Mortality","Hispanic","Male and Female","Acute Lymphocytic","1999",66,13184646
"0-19",0.7,0.6,"Mortality","Hispanic","Male and Female","Acute Lymphocytic","2000",89,13791615
"0-19",0.7,0.7,"Mortality","Hispanic","Male and Female","Acute Lymphocytic","2001",99,14285254
"0-19",0.6,0.6,"Mortality","Hispanic","Male and Female","Acute Lymphocytic","2002",91,14767953
"0-19",0.7,0.7,"Mortality","Hispanic","Male and Female","Acute Lymphocytic","2003",100,15251518
"0-19",0.6,0.6,"Mortality","Hispanic","Male and Female","Acute Lymphocytic","2004",99,15764205
"0-19",0.5,0.5,"Mortality","Hispanic","Male and Female","Acute Lymphocytic","2005",84,16307339
"0-19",0.4,0.4,"Mortality","Hispanic","Male and Female","Acute Lymphocytic","2006",72,16889181
"0-19",0.5,0.5,"Mortality","Hispanic","Male and Female","Acute Lymphocytic","2007",93,17494568
"0-19",0.5,0.5,"Mortality","Hispanic","Male and Female","Acute Lymphocytic","2008",84,18080565
"0-19",0.5,0.5,"Mortality","Hispanic","Male and Female","Acute Lymphocytic","2009",84,18607683
"0-19",0.5,0.4,"Mortality","Hispanic","Male and Female","Acute Lymphocytic","2010",85,19019618
"0-19",0.5,0.4,"Mortality","Hispanic","Male and Female","Acute Lymphocytic","2011",85,19247240
"0-19",0.4,0.4,"Mortality","Hispanic","Male and Female","Acute Lymphocytic","2012",81,19420439
"0-19",0.4,0.3,"Mortality","Hispanic","Male and Female","Acute Lymphocytic","2013",68,19601173
"0-19",0.4,0.4,"Mortality","Hispanic","Male and Female","Acute Lymphocytic","2013-2017",392,100193630
"0-19",0.4,0.4,"Mortality","Hispanic","Male and Female","Acute Lymphocytic","2014",79,19800092
"0-19",0.4,0.4,"Mortality","Hispanic","Male and Female","Acute Lymphocytic","2015",71,20030646
"0-19",0.4,0.4,"Mortality","Hispanic","Male and Female","Acute Lymphocytic","2016",90,20278636
"0-19",0.4,0.4,"Mortality","Hispanic","Male and Female","Acute Lymphocytic","2017",84,20483083
"0-19",0.3,0.3,"Mortality","Hispanic","Male and Female","Acute Myeloid","1999",43,13184646
"0-19",0.3,0.3,"Mortality","Hispanic","Male and Female","Acute Myeloid","2000",39,13791615
